customer_id,fecha_registro,antiguedad_dias,ciudad,tipo_cliente,canal_principal,tiene_contrato,num_envios_6m,valor_total_6m,ticket_promedio,dias_ultimo_envio,num_reclamos_6m,tasa_entrega_exitosa,nps_score,churn
3b4962ccabb58f39,2023-02-03,697.0,Bogotá,Ecommerce,Web,1,24.0,266400.0,11100.0,18.0,2.0,0.8376,,0
454cea1d7ad246e0,2022-12-11,751.0,Medellín,Natural,App,0,7.0,83300.0,11900.0,14.0,0.0,0.9545,6.3,0
f4d9d50c66fc1376,19/08/2021,1230.0,Bogotá,Natural,API,1,3.0,51300.0,17100.0,6.0,,0.8188,6.0,0
826fb2daf7609968,2022-11-23,769.0,Bucaramanga,Empresa,App,1,16.0,25640000.0,29300.0,11.0,0.0,,8.1,0
29c9bc89beaaa26a,2019-07-26,1985.0,Bogotá,Natural,Web,0,7.0,75600.0,10800.0,116.0,,0.7413,8.7,1
39cbb49113c064fc,2020-01-22,1805.0,Manizales,Ecommerce,App,0,20.0,208000.0,10400.0,,1.0,1.0,6.3,0
39a1944de9fc3757,2023-07-13,537.0,Barranquilla,Empresa,App,0,14.0,652400.0,46600.0,9.0,1.0,0.7985,3.6,1
6d4bc215bf8f36b1,20231207,390.0,Medellín,Natural,API,0,5.0,56000.0,11200.0,4.0,1.0,0.8179,5.1,1
52ac8d02293c7c6c,2019-05-08,2064.0,Barranquilla,Natural,App,0,4.0,46000.0,11500.0,52.0,0.0,0.7541,,0
3ec531dbcb906c1a,2020-09-26,1557.0,Cali,Empresa,Punto físico,0,,319000.0,31900.0,34.0,1.0,0.7799,8.4,0
c957928ded74b69b,99/99/9999,,Bogotá,Natural,App,1,4.0,41200.0,10300.0,49.0,0.0,0.7535,,0
06177b4fff4f468a,2019-01-27,2165.0,Bogotá,Ecommerce,Web,0,15.0,292500.0,19500.0,10.0,2.0,0.9451,5.8,0
82c3ffe965ecd5fd,2022-07-12,903.0,Pereira,Natural,Web,1,9.0,93600.0,10400.0,25.0,1.0,1.0,3.9,0
c2ebd7b4f5090d88,2021-04-27,1344.0,Pereira,Empresa,Punto físico,1,12.0,520800.0,43400.0,10.0,3.0,1.0,7.8,0
55e96dcae52b368d,2022-09-22,831.0,Manizales,,API,0,13.0,396500.0,30500.0,180.0,1.0,0.8308,8.7,0
1d7c9cc3964b19b6,31 Oct 2021,1157.0,,Natural,App,1,4.0,65600.0,16400.0,25.0,0.0,0.9047,8.8,0
bf2fdc49a184ffd2,2022-12-16,746.0,Cartagena,Empresa,App,1,15.0,523500.0,34900.0,14.0,1.0,,5.6,0
7447f154647df906,2023-03-27,645.0,,Ecommerce,API,0,13.0,188500.0,14500.0,104.0,1.0,0.9131,5.9,0
9fab41616870ed4f,2022-07-24,891.0,Cúcuta,Natural,Web,0,4.0,50800.0,12700.0,47.0,3.0,0.9476,6.6,0
93078c38f401632b,2021-01-03,1458.0,Bogotá,Ecommerce,Punto físico,0,21.0,436800.0,20800.0,144.0,4.0,0.9137,4.9,1
c71eb64e9794865e,2021-01-26,1435.0,Bucaramanga,Empresa,App,0,13.0,627900.0,48300.0,6.0,6.0,0.7546,8.1,1
63e5ba91e441df4c,2023-05-02,609.0,Barranquilla,Empresa,API,0,15.0,604500.0,40300.0,129.0,0.0,0.9019,,0
2151704f92069550,2023-08-29,490.0,Medellín,Empresa,Punto físico,1,12.0,548400.0,45700.0,98.0,1.0,,4.3,1
e04d535acb858196,2019-02-20,2141.0,Bogotá,Natural,App,0,3.0,35100.0,11700.0,37.0,1.0,0.9857,5.4,0
84b844f44c759ac2,2021-11-01,1156.0,Bogotá,Ecommerce,Punto físico,0,11.0,304700.0,27700.0,57.0,0.0,1.0,,0
4709f43cb27c45de,2019-02-16,2145.0,Barranquilla,Natural,Web,1,5.0,56000.0,11200.0,53.0,1.0,0.829,8.0,0
faf13da79ce57793,2020-10-18,1535.0,Bogotá,Empresa,App,0,11.0,81400.0,7400.0,38.0,1.0,0.8331,7.5,1
93ae3803a4ee1f9a,2020-07-13,1632.0,Cali,Ecommerce,App,1,16.0,225600.0,,61.0,1.0,0.9245,1.3,1
29fb883850b3772a,2020-11-12,1510.0,Cúcuta,Ecommerce,App,1,23.0,485300.0,21100.0,2.0,1.0,0.912,1.3,1
7aa2fbb3c0934f07,2019-06-27,2014.0,Cúcuta,Empresa,API,0,8.0,280000.0,35000.0,113.0,0.0,,6.5,0
a93b39ae34b57d7c,2021-04-23,,Cali,Natural,App,1,2.0,13600.0,6800.0,24.0,2.0,0.8214,2.4,0
8d57f0738f077dcd,2022-01-21,1075.0,Medellín,Natural,API,0,4.0,72000.0,18000.0,,1.0,0.8597,4.5,0
6b88a1d8abcb6437,2022-05-01,975.0,Medellín,Empresa,Web,1,11.0,509300.0,46300.0,,2.0,,8.5,0
211d7e729decc0b3,2019-03-20,2113.0,Bogotá,Natural,,0,7.0,53900.0,7700.0,29.0,1.0,0.956,2.7,0
18954cfb2417171b,2023-09-08,480.0,Barranquilla,Empresa,Web,1,15.0,717000.0,47800.0,100.0,1.0,0.8285,8.2,0
049d1ad893e48e9a,2020-05-12,1694.0,Bogotá,Natural,,0,3.0,12900.0,4300.0,39.0,1.0,0.8292,6.6,0
077eb8194110c911,2019-08-08,1972.0,,Empresa,App,1,12.0,602400.0,50200.0,47.0,0.0,0.9226,7.6,0
de5584028e9ff8c7,2022-04-10,996.0,Medellín,Ecommerce,Punto físico,0,16.0,387200.0,24200.0,72.0,2.0,0.872,7.6,0
f8888994bd349f8f,2020-08-05,1609.0,Cartagena,Natural,App,0,5.0,54500.0,10900.0,15.0,0.0,0.8916,7.9,0
4dcfe499f562609e,2021-11-28,1129.0,Medellín,Natural,Punto físico,0,7.0,47600.0,6800.0,6.0,1.0,0.9477,5.8,0
3310fb2c826918e6,2023-08-31,488.0,Bogotá,Ecommerce,Web,0,27.0,459000.0,,9.0,1.0,0.8082,3.5,1
49854c4198f20eb0,2023-06-06,574.0,Cartagena,Natural,,0,1.0,11900.0,11900.0,53.0,1.0,0.833,7.6,0
73bcfc7faed298b7,2021-01-19,1442.0,Barranquilla,,API,0,8.0,68000.0,8500.0,27.0,1.0,0.8207,7.4,0
63ccd876bf58c639,2019-01-07,2185.0,Bogotá,Natural,Punto físico,0,5.0,70000.0,14000.0,,0.0,0.8575,10.0,0
19723a68d1b09a08,2020-01-09,1818.0,Cúcuta,Empresa,,0,,867000.0,51000.0,57.0,3.0,0.8757,2.3,1
c1d8c0aecb2eb86f,2020-08-21,1593.0,Manizales,Ecommerce,Punto físico,0,16.0,448000.0,28000.0,73.0,0.0,0.8756,,0
bd7f4f26fe8768a9,2022-10-28,795.0,,Empresa,App,0,16.0,856000.0,53500.0,30.0,0.0,0.9136,5.3,1
2256b42af888d875,2019-01-29,2163.0,Cartagena,Natural,App,1,1.0,9200.0,9200.0,3.0,,0.8408,0.4,1
8f5b1f50ae9c9ab5,28/09/2019,1921.0,Manizales,Natural,App,1,5.0,75500.0,15100.0,35.0,0.0,0.7203,7.3,0
71a12ea3fc8e6d74,2022-07-19,896.0,Bucaramanga,Ecommerce,App,0,19.0,385700.0,,67.0,0.0,0.9779,7.0,0
75c9fb0cdf03d300,2019-10-02,1917.0,Cali,Natural,Web,0,3.0,26100.0,8700.0,23.0,,0.8622,5.3,1
a5c186df5c64e533,2023-11-07,420.0,,Natural,Web,0,3.0,29400.0,9800.0,40.0,1.0,0.7139,4.1,1
b03ae9ece0bfcf30,2021-01-24,1437.0,Pereira,Natural,Web,1,2.0,17400.0,8700.0,29.0,3.0,0.8357,5.4,0
9b873342a2ac9d07,2021-07-16,1264.0,Bogotá,Ecommerce,Punto físico,0,13.0,223600.0,17200.0,38.0,1.0,0.8062,7.4,0
14b0a3296b4d2576,2021-10-26,1162.0,Bogotá,Natural,Web,1,3.0,52800.0,,,0.0,,7.9,0
bd8003ec645728c3,2019-01-09,2183.0,Cali,Natural,App,1,2.0,36000.0,18000.0,52.0,3.0,1.0,7.0,0
b07be71d6899ad10,2023-07-05,545.0,,Natural,Punto físico,0,4.0,39600.0,9900.0,17.0,1.0,0.8912,6.2,0
db07405d7bc07860,2023-05-01,610.0,Barranquilla,Empresa,Punto físico,0,6.0,345600.0,57600.0,51.0,0.0,0.8214,7.1,0
04c0c08a5d0acc22,2020-06-14,1661.0,Medellín,Ecommerce,Punto físico,1,17.0,353600.0,,85.0,0.0,0.8144,3.0,0
71cbc4e439e41038,2019-04-17,2085.0,Barranquilla,Natural,App,0,7.0,84700.0,12100.0,54.0,0.0,0.9721,3.6,1
7a25750dd6539b3f,2022-04-13,993.0,Bogotá,Ecommerce,App,0,,139200.0,8700.0,86.0,0.0,0.9666,6.9,0
de8881a58343df7f,2023-04-22,619.0,Bogotá,Natural,Punto físico,1,6.0,85200.0,14200.0,1.0,0.0,0.9165,8.1,0
30ad01adc581f398,2020-07-09,1636.0,Cali,Natural,App,1,5.0,36500.0,7300.0,,0.0,0.8441,3.0,0
9d821ba26a49cfe0,2022-02-16,,Pereira,Natural,Web,0,3.0,36600.0,12200.0,6.0,0.0,0.9214,9.5,0
0bb947f3be738087,2021-09-06,1212.0,Medellín,Natural,Punto físico,1,5.0,65000.0,,51.0,2.0,0.8741,2.6,0
365f9105d3eeb69d,2022-07-24,891.0,Cali,Ecommerce,API,0,19.0,209000.0,11000.0,144.0,0.0,0.8519,1.7,1
7e57edcfe7f8b0f1,2021-08-18,1231.0,Medellín,Natural,Web,1,4.0,72800.0,18200.0,155.0,,,7.7,1
fcdfa7a63438c9e7,2021-10-09,1179.0,Bogotá,Ecommerce,Punto físico,1,17.0,249900.0,14700.0,,3.0,0.8179,5.2,1
90ba1ede10e0fed4,2021-08-05,1244.0,Bogotá,Ecommerce,API,0,22.0,470800.0,21400.0,,,1.0,7.4,0
eb50db65d509af2c,99/99/9999,2010.0,Medellín,Ecommerce,Web,0,15.0,280500.0,18700.0,17.0,2.0,0.8132,8.5,0
1c5e221228e6254a,2023-06-16,564.0,,Natural,Web,1,4.0,15200.0,3800.0,80.0,1.0,0.9813,10.0,0
829d22156f15521a,2020-07-05,1640.0,Medellín,Natural,Punto físico,0,4.0,40400.0,10100.0,38.0,1.0,0.805,6.0,0
a3bcad119ef51d5d,2022-02-23,,Cali,Natural,API,1,3.0,35700.0,11900.0,24.0,2.0,0.9591,7.0,0
09b6bd58864c25c5,12-06-2022,,Bogotá,Natural,App,0,0.0,,10000.0,5.0,2.0,0.8922,9.2,0
16f6f8807e19c51a,2020-06-23,1652.0,,Empresa,Web,0,18.0,277200.0,15400.0,182.0,2.0,0.8954,4.1,1
6880cb796c8c2aaa,2021-06-17,1293.0,Bogotá,Empresa,API,0,13.0,794300.0,61100.0,8.0,2.0,,6.2,1
5159bc05dcdb3cea,2021-03-12,1390.0,,Ecommerce,Punto físico,0,24.0,542400.0,22600.0,23.0,1.0,,5.7,1
18c6b9ba7d593e0f,2020-02-29,1767.0,Bogotá,Empresa,App,1,15.0,,28800.0,74.0,,0.9186,3.5,1
e181ae30e6103231,2019-09-29,1920.0,,Natural,App,0,3.0,39600.0,13200.0,12.0,2.0,0.9055,6.2,1
d2ea0cdfc6142129,2022-07-07,908.0,Barranquilla,,Punto físico,0,19.0,471200.0,24800.0,37.0,4.0,0.9574,8.1,0
2930d471fec938da,03-08-2023,664.0,,Natural,Punto físico,0,,67200.0,11200.0,,0.0,0.8042,5.4,0
1f9767215987c93b,2022-08-11,873.0,Cali,Empresa,Web,0,14.0,336000.0,24000.0,23.0,1.0,0.8258,4.9,0
d3e6df11c5657f40,2020-02-06,1790.0,Barranquilla,Empresa,Web,0,11.0,28938000.0,39500.0,68.0,2.0,0.6931,7.3,0
7e56ed1f6211a2ed,2020-08-05,1609.0,Bogotá,Natural,App,0,5.0,75000.0,15000.0,33.0,1.0,,2.7,1
ad06b8b294e1f82d,2023-04-07,634.0,Bogotá,Natural,App,1,6.0,45600.0,7600.0,43.0,2.0,0.8581,9.1,0
f0f13a7675ec6723,2020-10-11,1542.0,Medellín,Ecommerce,Punto físico,0,19.0,359100.0,,115.0,2.0,0.9089,6.5,0
630b26bbb70c2347,2020-03-23,1744.0,,Natural,Web,0,2.0,37000.0,18500.0,,0.0,0.7074,2.0,1
92fc32eb5164ae80,2023-03-28,644.0,Manizales,Natural,App,0,3.0,,12800.0,64.0,2.0,0.8978,8.2,0
f6717fe5cee2bb48,2019-08-22,1958.0,Bucaramanga,,Punto físico,0,6.0,64800.0,10800.0,2.0,1.0,0.9856,9.3,0
fecea8c6b858a754,2020-08-29,1585.0,Cali,Ecommerce,Web,1,11.0,225500.0,20500.0,16.0,3.0,0.8559,8.4,0
23796f93be68bc54,20190212,2149.0,Barranquilla,Ecommerce,Web,1,27.0,396900.0,14700.0,41.0,1.0,0.8041,6.2,0
6a492fdb0c3a296f,2019-04-19,,Cali,Ecommerce,App,1,18.0,6995000.0,,,1.0,0.8993,5.0,0
7e3bcd3f09ee97ea,2023-04-21,620.0,Bogotá,Natural,,0,4.0,61600.0,15400.0,102.0,1.0,0.8159,3.9,1
2503bfe048d8a3fb,2019-02-27,2134.0,Cúcuta,Empresa,App,0,12.0,624000.0,52000.0,33.0,1.0,0.7927,4.4,0
683043e3d51c3303,2021-04-02,1369.0,Bogotá,Empresa,API,0,9.0,478800.0,,119.0,2.0,0.952,7.4,0
f1104ff54a15e490,99/99/9999,1939.0,Cali,Ecommerce,,1,16.0,169600.0,10600.0,27.0,1.0,0.9911,0.0,0
dbf0352b263f67a7,2020-05-22,1684.0,Manizales,,App,0,20.0,494000.0,24700.0,12.0,1.0,0.8445,5.7,0
66478ac5c6b008b8,2022-01-07,1089.0,Bogotá,Natural,Web,0,5.0,31000.0,6200.0,10.0,2.0,0.8924,5.5,0
c28b0c9572e548b1,06-15-2020,1660.0,Bogotá,,API,1,6.0,79800.0,13300.0,6.0,1.0,0.8667,1.9,0
9000156594787b59,2023-03-20,652.0,Bogotá,Natural,,0,4.0,,17700.0,28.0,,0.866,8.1,0
5360b0caa21646e8,2023-12-02,395.0,Cali,Natural,Web,0,1.0,4900.0,4900.0,152.0,1.0,0.752,8.4,1
47b51188c2e63f92,2020-10-30,1523.0,Pereira,Empresa,API,0,14.0,593600.0,42400.0,15.0,1.0,1.0,10.0,0
1d0df1c71e67d062,16/07/2021,1264.0,Bogotá,Empresa,API,0,6.0,125400.0,20900.0,33.0,2.0,0.8938,7.4,0
7f69daa62cbe7d33,2019-07-24,1987.0,Bogotá,Ecommerce,API,0,16.0,422400.0,26400.0,107.0,2.0,0.9309,7.5,0
75395f943e0a69ad,2023-10-31,427.0,Bogotá,Natural,Punto físico,1,0.0,0.0,13600.0,,,0.6851,10.0,1
80700d7c7d777e3a,2019-12-30,1828.0,Barranquilla,Empresa,App,1,7.0,243600.0,34800.0,10.0,2.0,0.7824,4.0,1
bc77f5abcfa5b6ac,2019-02-03,2158.0,Cali,Ecommerce,API,0,25.0,422500.0,16900.0,115.0,0.0,0.8947,8.1,0
86c2ee6cab7d8b24,2019-08-05,1975.0,Cartagena,Natural,App,1,4.0,65200.0,16300.0,,1.0,0.8241,10.0,1
264fa1fa81195bda,2022-12-12,750.0,Medellín,Empresa,Punto físico,1,8.0,364000.0,45500.0,72.0,2.0,0.7751,3.3,1
15647c65b31eab5d,2023-02-13,687.0,Barranquilla,Natural,,0,2.0,18000.0,9000.0,132.0,4.0,0.7821,10.0,1
c78958113c14d900,2021-07-30,1250.0,Cali,Ecommerce,App,0,21.0,312900.0,14900.0,17.0,0.0,0.684,7.6,0
58585592f92b836d,2020-09-16,1567.0,Cartagena,Empresa,,1,11.0,499400.0,45400.0,6.0,0.0,0.8286,5.1,0
4357c07cdeb2843f,2022-12-13,749.0,Bucaramanga,Ecommerce,App,1,,435400.0,31100.0,58.0,,0.8349,,0
2df6edc570d31262,2020-07-17,1628.0,,Empresa,Web,0,21.0,1054200.0,,1.0,0.0,0.8401,10.0,0
fd386f69f5c3377e,2023-04-24,617.0,Medellín,Natural,API,0,,42600.0,14200.0,29.0,1.0,0.859,5.8,1
873071c5257d76a6,2021-09-19,1199.0,Cartagena,Natural,Web,0,3.0,39600.0,13200.0,10.0,0.0,,6.3,0
4f605f0447f2c97f,2021-01-02,1459.0,Cúcuta,Empresa,Web,0,15.0,726000.0,48400.0,10.0,0.0,0.8812,3.9,0
64f62f21b9047a4d,2021-11-19,1138.0,Bogotá,Natural,Web,0,,18900.0,,40.0,,0.742,6.7,0
527a36fd8240c8fc,2023-05-27,584.0,Medellín,Empresa,Web,0,15.0,,32700.0,181.0,2.0,,10.0,1
919c5970709af7f1,2021-07-08,1272.0,,Ecommerce,App,0,22.0,547800.0,24900.0,,0.0,,8.2,0
f041cef4af867881,2021-07-20,1260.0,Bogotá,,Punto físico,0,7.0,65800.0,9400.0,87.0,0.0,1.0,7.5,0
23c8563e068c12cd,2020-11-30,1492.0,Medellín,Natural,App,0,3.0,29400.0,9800.0,38.0,1.0,0.9109,10.0,1
c7e74526c16ea889,2021-10-11,1177.0,Barranquilla,Natural,App,1,4.0,70000.0,17500.0,8.0,0.0,0.8827,4.4,0
a829fb035931ab4e,2023-06-06,574.0,Bogotá,Empresa,Web,0,14.0,435400.0,31100.0,25.0,0.0,,7.8,0
86d50e62e98b19df,2022-06-28,917.0,Bogotá,,Punto físico,0,5.0,,52500.0,79.0,1.0,0.876,7.3,1
cea9dab8f1ad1cfe,2022-05-10,966.0,Medellín,Empresa,Web,0,15.0,652500.0,,,1.0,0.9314,,0
f265118317a667d1,2021-03-05,1397.0,Barranquilla,Empresa,Web,0,6.0,378600.0,63100.0,6.0,2.0,0.9545,6.7,0
edc594455ffac373,2020-06-07,1668.0,Cartagena,Empresa,Punto físico,1,14.0,648200.0,46300.0,48.0,4.0,0.9253,5.3,1
24addd6a631d5d0c,2020-12-21,1471.0,Bogotá,,Web,0,13.0,531700.0,40900.0,,0.0,0.8748,7.4,0
7215dc4e62864c51,2019-10-14,1905.0,Bogotá,Natural,Web,0,8.0,144800.0,18100.0,173.0,1.0,,7.4,1
f08cdb8b9bba7753,2022-06-27,918.0,Barranquilla,Ecommerce,Web,0,16.0,280000.0,17500.0,22.0,1.0,0.8217,7.3,0
e7e26db148c20d1f,2020-04-06,1730.0,Medellín,Ecommerce,Web,1,12.0,122400.0,10200.0,38.0,1.0,0.7971,9.7,0
c7ced9ac2cb20722,2023-01-09,722.0,Bogotá,Ecommerce,Punto físico,1,22.0,237600.0,10800.0,12.0,1.0,0.903,3.2,0
ac5bfbc68907b170,2019-01-05,2187.0,Cali,Natural,App,1,6.0,43800.0,7300.0,21.0,1.0,0.8485,7.0,0
6246270dae1dc3e9,2022-07-29,886.0,Barranquilla,Natural,App,1,0.0,0.0,3400.0,15.0,1.0,0.8165,6.1,0
2f73ece9b5eaeaa3,2019-07-21,1990.0,Barranquilla,,App,0,,307500.0,20500.0,173.0,2.0,0.8002,6.0,0
432910385a8deab8,2019-05-18,2054.0,Cartagena,Ecommerce,App,0,18.0,513000.0,28500.0,18.0,2.0,,3.8,1
8b79a8d099966b22,2020-09-24,1559.0,Medellín,,Web,1,3.0,20100.0,6700.0,16.0,2.0,0.8335,8.8,1
412b15b0cb4e9c17,2022-10-31,792.0,Bogotá,,App,1,7.0,101500.0,14500.0,3.0,3.0,0.779,10.0,0
c4230fc73df1cc75,2021-03-21,1381.0,Pereira,Empresa,Punto físico,0,9.0,432900.0,48100.0,71.0,2.0,0.9283,7.7,1
aea1e321585e792d,2020-12-25,1467.0,Bogotá,Natural,Web,1,,58800.0,19600.0,34.0,1.0,0.804,6.9,0
1f10905d3145b19b,2020-05-26,1680.0,Bogotá,Natural,API,0,3.0,30000.0,10000.0,44.0,1.0,0.9354,5.7,0
de4c41ec2945daea,2021-05-14,1327.0,Cali,Empresa,,0,11.0,596200.0,54200.0,46.0,1.0,0.9454,8.7,0
4fabaa000b8ffa7f,2021-10-22,1166.0,Medellín,Empresa,Punto físico,0,10.0,308000.0,30800.0,7.0,1.0,0.7803,4.4,0
66cc9bc976845820,2019-05-09,2063.0,Bogotá,Empresa,App,0,20.0,892000.0,44600.0,93.0,0.0,0.8072,8.7,0
9e8c38cd7ca208b8,2023-07-15,535.0,Bogotá,Ecommerce,App,1,,40556000.0,26100.0,10.0,0.0,0.8169,6.9,0
46221a572e4406b9,2019-05-27,,Bucaramanga,Empresa,App,1,14.0,445200.0,31800.0,1.0,4.0,0.6716,9.6,1
c73f50ace941a315,2021-06-07,1303.0,Cali,Ecommerce,,1,16.0,355200.0,,3.0,2.0,0.8959,,0
168bced15c355d03,2023-06-01,,Barranquilla,Empresa,Punto físico,0,12.0,571200.0,47600.0,11.0,3.0,0.8978,6.0,0
39291ce3820a6e15,2019-02-18,2143.0,Cartagena,Empresa,,1,21.0,598500.0,28500.0,32.0,2.0,,7.7,0
6eb1d8267a3ed94c,2022-02-03,1062.0,Bogotá,Empresa,Punto físico,1,15.0,856500.0,57100.0,60.0,3.0,0.687,5.4,0
d15874c2b1098347,2020-02-26,1770.0,Cartagena,Ecommerce,Punto físico,0,19.0,296400.0,15600.0,70.0,3.0,0.8079,,1
a5960bd3fd294978,2022-04-16,990.0,Cali,Natural,Web,0,2.0,21400.0,10700.0,43.0,0.0,0.93,8.0,0
e65785ec2226fa3a,2021-11-11,1146.0,,Empresa,Punto físico,1,11.0,278300.0,25300.0,179.0,1.0,0.8991,5.6,0
68b4c5b6d5ca82ae,2021-07-09,,Manizales,Ecommerce,Web,1,20.0,506000.0,25300.0,,0.0,0.7867,7.9,0
883b2152e4548110,2019-05-26,2046.0,Cartagena,Ecommerce,Punto físico,0,13.0,258700.0,19900.0,17.0,1.0,0.8634,7.0,0
3dd3b293d316876d,2020-03-26,1741.0,Medellín,Natural,Web,1,3.0,37200.0,12400.0,1.0,0.0,0.8181,7.3,0
52a687818c7f3560,2019-08-27,1953.0,Bucaramanga,Ecommerce,App,0,21.0,548100.0,,76.0,1.0,0.8899,5.1,0
e890b73e27c94fa1,2020-03-11,1756.0,Barranquilla,Natural,Web,0,2.0,22800.0,11400.0,48.0,0.0,0.9274,,1
208c60b4e8d0a830,2021-04-27,1344.0,Bogotá,Empresa,App,0,11.0,702900.0,63900.0,22.0,0.0,0.9421,6.9,0
12be319be03ac800,2022-11-27,765.0,Medellín,Natural,App,1,4.0,48000.0,12000.0,1.0,0.0,0.9302,2.3,0
6a1edc14502ef5c0,2021-12-05,1122.0,Bogotá,Ecommerce,Web,0,17.0,350200.0,20600.0,5.0,1.0,0.8232,6.7,1
c56403a834d2aa21,2022-06-07,938.0,Pereira,Empresa,Web,1,7.0,245700.0,,18.0,1.0,0.8211,3.7,0
357049124fbdd22f,2019-08-11,1969.0,Medellín,Empresa,App,0,,537600.0,38400.0,18.0,2.0,0.9992,8.2,0
149dce88534fd3c6,2023-08-30,489.0,,,App,1,6.0,92400.0,15400.0,14.0,,0.7983,5.5,1
5fddd66a0964e4d1,2019-05-01,2071.0,Bogotá,Natural,App,1,3.0,26400.0,8800.0,72.0,2.0,0.8896,6.5,1
290d2da7847c2369,2019-10-10,1909.0,Bogotá,Natural,API,0,6.0,99000.0,16500.0,9.0,0.0,0.8753,5.4,0
f80d4e5e49176dfa,2019-11-26,1862.0,Cartagena,Natural,Web,1,,75000.0,12500.0,94.0,,0.8673,5.6,0
9d8b11272357eaf2,2020-08-25,1589.0,Medellín,Empresa,App,1,13.0,852800.0,65600.0,63.0,3.0,0.974,,0
ba57af5a50328bdc,2023-03-22,650.0,Barranquilla,Empresa,,0,,937300.0,72100.0,14.0,0.0,0.943,8.9,0
95241a1e0e151120,2023-03-12,660.0,Bogotá,Natural,App,0,6.0,53400.0,,1.0,,0.85,7.5,1
fb86b1cec1006401,2019-02-21,2140.0,Pereira,Ecommerce,Web,0,10.0,169000.0,16900.0,189.0,0.0,0.9265,2.9,1
84777e55f520b482,2020-01-21,1806.0,,Ecommerce,App,0,22.0,371800.0,16900.0,25.0,1.0,0.7201,7.6,0
1fe3d08f52727afa,2019-10-03,1916.0,Bogotá,Ecommerce,Web,0,18.0,295200.0,16400.0,139.0,2.0,0.7897,5.7,1
249f4d70ece32fca,2019-09-20,1929.0,Bogotá,Ecommerce,Web,1,19.0,155800.0,8200.0,2.0,1.0,0.9606,4.5,0
0d98a1124d1e30a4,2021-12-12,1115.0,Cali,Natural,Punto físico,1,3.0,47700.0,15900.0,49.0,0.0,0.8286,7.1,0
